ZIP code,County,Year,Age Group,Number of Visits,County Fips code,Age-adjusted rate
"90803
(33.76151151400006, -118.13748979299999)",LOS ANGELES,2009,Adults (18+),59,6037,21.34004148
"90804
(33.78173317000005, -118.15235840199995)",LOS ANGELES,2009,All Ages,280,6037,64.16245322
"90804
(33.78173317000005, -118.15235840199995)",LOS ANGELES,2009,Children (0-17),93,6037,72.77116122
"90804
(33.78173317000005, -118.15235840199995)",LOS ANGELES,2009,Adults (18+),187,6037,61.17325943
"90805
(33.862810972000034, -118.17910625599995)",LOS ANGELES,2009,All Ages,783,6037,77.17514286
"90805
(33.862810972000034, -118.17910625599995)",LOS ANGELES,2009,Children (0-17),373,6037,111.0753157
"90805
(33.862810972000034, -118.17910625599995)",LOS ANGELES,2009,Adults (18+),410,6037,65.40401631
"90806
(33.80148122000003, -118.18919970399998)",LOS ANGELES,2009,All Ages,331,6037,72.50411461
"90806
(33.80148122000003, -118.18919970399998)",LOS ANGELES,2009,Children (0-17),144,6037,92.75899563
"90806
(33.80148122000003, -118.18919970399998)",LOS ANGELES,2009,Adults (18+),187,6037,65.47103049
"90807
(33.83250021400005, -118.181317864)",LOS ANGELES,2009,All Ages,111,6037,37.60040498
"90807
(33.83250021400005, -118.181317864)",LOS ANGELES,2009,Children (0-17),42,6037,59.9503427
"90807
(33.83250021400005, -118.181317864)",LOS ANGELES,2009,Adults (18+),69,6037,29.83985618
"90808
(33.82496162900003, -118.11531722999996)",LOS ANGELES,2009,All Ages,124,6037,34.51418247
"90808
(33.82496162900003, -118.11531722999996)",LOS ANGELES,2009,Children (0-17),42,6037,46.25085316
"90808
(33.82496162900003, -118.11531722999996)",LOS ANGELES,2009,Adults (18+),82,6037,30.43886881
"90810
(33.813560335000034, -118.21653847799996)",LOS ANGELES,2009,All Ages,254,6037,61.19018929
"90810
(33.813560335000034, -118.21653847799996)",LOS ANGELES,2009,Children (0-17),131,6037,106.0233271
"90810
(33.813560335000034, -118.21653847799996)",LOS ANGELES,2009,Adults (18+),123,6037,45.62281922
"90813
(33.78137253400007, -118.18660573499994)",LOS ANGELES,2009,All Ages,631,6037,106.8663074
"90813
(33.78137253400007, -118.18660573499994)",LOS ANGELES,2009,Children (0-17),224,6037,89.92442116
"90813
(33.78137253400007, -118.18660573499994)",LOS ANGELES,2009,Adults (18+),407,6037,112.7490237
"90814
(33.771431161000066, -118.15235840199995)",LOS ANGELES,2009,All Ages,65,6037,39.04592249
"90814
(33.771431161000066, -118.15235840199995)",LOS ANGELES,2009,Children (0-17),24,6037,69.91641148
"90814
(33.771431161000066, -118.15235840199995)",LOS ANGELES,2009,Adults (18+),41,6037,28.32679038
"90815
(33.79356027400007, -118.12236917399997)",LOS ANGELES,2009,All Ages,119,6037,30.52138286
"90815
(33.79356027400007, -118.12236917399997)",LOS ANGELES,2009,Children (0-17),28,6037,34.67907991
"90815
(33.79356027400007, -118.12236917399997)",LOS ANGELES,2009,Adults (18+),91,6037,29.07770952
"91001
(34.19036355700007, -118.13896709499994)",LOS ANGELES,2009,All Ages,208,6037,56.01649579
"91001
(34.19036355700007, -118.13896709499994)",LOS ANGELES,2009,Children (0-17),72,6037,74.51452257
"91001
(34.19036355700007, -118.13896709499994)",LOS ANGELES,2009,Adults (18+),136,6037,49.59344254
"91006
(34.13222303800006, -118.02498891099998)",LOS ANGELES,2009,All Ages,73,6037,24.26462784
"91006
(34.13222303800006, -118.02498891099998)",LOS ANGELES,2009,Children (0-17),31,6037,45.13053839
"91006
(34.13222303800006, -118.02498891099998)",LOS ANGELES,2009,Adults (18+),42,6037,17.01937648
"91007
(34.12778244300006, -118.05313585599998)",LOS ANGELES,2009,All Ages,50,6037,18.53242684
"91007
(34.12778244300006, -118.05313585599998)",LOS ANGELES,2009,Children (0-17),20,6037,36.3146661
"91007
(34.12778244300006, -118.05313585599998)",LOS ANGELES,2009,Adults (18+),30,6037,12.35791585
"91010
(34.13772381500007, -117.96655727699999)",LOS ANGELES,2009,All Ages,114,6037,41.39780935
"91010
(34.13772381500007, -117.96655727699999)",LOS ANGELES,2009,Children (0-17),42,6037,56.27944579
"91010
(34.13772381500007, -117.96655727699999)",LOS ANGELES,2009,Adults (18+),72,6037,36.2304721
"91011
(34.20779137400007, -118.20292992099996)",LOS ANGELES,2009,All Ages,24,6037,12.14017641
"91011
(34.20779137400007, -118.20292992099996)",LOS ANGELES,2009,Children (0-17),14,6037,26.63678979
"91011
(34.20779137400007, -118.20292992099996)",LOS ANGELES,2009,Adults (18+),,6037,
"91016
(34.14363302300006, -118.00389825399998)",LOS ANGELES,2009,All Ages,193,6037,45.08857479
"91016
(34.14363302300006, -118.00389825399998)",LOS ANGELES,2009,Children (0-17),72,6037,62.67863334
"91016
(34.14363302300006, -118.00389825399998)",LOS ANGELES,2009,Adults (18+),121,6037,38.98079462
"91020
(34.209963877000064, -118.23087699599995)",LOS ANGELES,2009,All Ages,18,6037,23.44940913
"91020
(34.209963877000064, -118.23087699599995)",LOS ANGELES,2009,Children (0-17),,6037,
"91020
(34.209963877000064, -118.23087699599995)",LOS ANGELES,2009,Adults (18+),13,6037,20.35046814
"91024
(34.16488010000006, -118.05242761999995)",LOS ANGELES,2009,All Ages,13,6037,14.30506927
"91024
(34.16488010000006, -118.05242761999995)",LOS ANGELES,2009,Children (0-17),,6037,
"91024
(34.16488010000006, -118.05242761999995)",LOS ANGELES,2009,Adults (18+),,6037,
"91030
(34.11205352300004, -118.15473946499998)",LOS ANGELES,2009,All Ages,43,6037,18.16516548
"91030
(34.11205352300004, -118.15473946499998)",LOS ANGELES,2009,Children (0-17),13,6037,28.05908556
"91030
(34.11205352300004, -118.15473946499998)",LOS ANGELES,2009,Adults (18+),30,6037,14.72970854
"91040
(34.25970115500007, -118.32449882999998)",LOS ANGELES,2009,All Ages,67,6037,31.20327628
"91040
(34.25970115500007, -118.32449882999998)",LOS ANGELES,2009,Children (0-17),21,6037,43.81206657
"91040
(34.25970115500007, -118.32449882999998)",LOS ANGELES,2009,Adults (18+),46,6037,26.8251374
"91042
(34.25460011800004, -118.28725778799998)",LOS ANGELES,2009,All Ages,120,6037,42.85786841
"91042
(34.25460011800004, -118.28725778799998)",LOS ANGELES,2009,Children (0-17),35,6037,50.83387009
"91042
(34.25460011800004, -118.28725778799998)",LOS ANGELES,2009,Adults (18+),85,6037,40.0883686
"91101
(34.145210260000056, -118.13830665399996)",LOS ANGELES,2009,All Ages,71,6037,39.1284404
"91101
(34.145210260000056, -118.13830665399996)",LOS ANGELES,2009,Children (0-17),16,6037,50.94963705
"91101
(34.145210260000056, -118.13830665399996)",LOS ANGELES,2009,Adults (18+),55,6037,35.02377693
"91103
(34.16372432800006, -118.15519569099996)",LOS ANGELES,2009,All Ages,126,6037,41.41665373
"91103
(34.16372432800006, -118.15519569099996)",LOS ANGELES,2009,Children (0-17),52,6037,57.38625129
"91103
(34.16372432800006, -118.15519569099996)",LOS ANGELES,2009,Adults (18+),74,6037,35.87154481
"91104
(34.16700046200003, -118.12758752599996)",LOS ANGELES,2009,All Ages,165,6037,42.863418
"91104
(34.16700046200003, -118.12758752599996)",LOS ANGELES,2009,Children (0-17),49,6037,48.43427805
"91104
(34.16700046200003, -118.12758752599996)",LOS ANGELES,2009,Adults (18+),116,6037,40.92905332
"91105
(34.13698081900003, -118.159175716)",LOS ANGELES,2009,All Ages,24,6037,20.98067907
"91105
(34.13698081900003, -118.159175716)",LOS ANGELES,2009,Children (0-17),,6037,
"91105
(34.13698081900003, -118.159175716)",LOS ANGELES,2009,Adults (18+),19,6037,20.07154831
"91106
(34.14286395700003, -118.12849997699999)",LOS ANGELES,2009,All Ages,46,6037,20.82356674
"91106
(34.14286395700003, -118.12849997699999)",LOS ANGELES,2009,Children (0-17),12,6037,27.22123308
"91106
(34.14286395700003, -118.12849997699999)",LOS ANGELES,2009,Adults (18+),34,6037,18.60211086
"91107
(34.150763177000044, -118.09228870099997)",LOS ANGELES,2009,All Ages,96,6037,30.79596315
"91107
(34.150763177000044, -118.09228870099997)",LOS ANGELES,2009,Children (0-17),35,6037,48.42473426
"91107
(34.150763177000044, -118.09228870099997)",LOS ANGELES,2009,Adults (18+),61,6037,24.6747408
"91201
(34.16917296500003, -118.291815698)",LOS ANGELES,2009,All Ages,69,6037,29.41860213
"91201
(34.16917296500003, -118.291815698)",LOS ANGELES,2009,Children (0-17),23,6037,41.55063144
"91201
(34.16917296500003, -118.291815698)",LOS ANGELES,2009,Adults (18+),46,6037,25.20600858
"91202
(34.163611358000026, -118.26495921899999)",LOS ANGELES,2009,All Ages,57,6037,27.14500769
"91202
(34.163611358000026, -118.26495921899999)",LOS ANGELES,2009,Children (0-17),26,6037,59.42627984
"91202
(34.163611358000026, -118.26495921899999)",LOS ANGELES,2009,Adults (18+),31,6037,15.9360105
"91203
(34.15282270900008, -118.26132679499995)",LOS ANGELES,2009,All Ages,51,6037,37.65386619
"91203
(34.15282270900008, -118.26132679499995)",LOS ANGELES,2009,Children (0-17),23,6037,77.59540419
"91203
(34.15282270900008, -118.26132679499995)",LOS ANGELES,2009,Adults (18+),28,6037,23.78500166
"91204
(34.13669404900003, -118.25949754799996)",LOS ANGELES,2009,All Ages,87,6037,52.65812304
"91204
(34.13669404900003, -118.25949754799996)",LOS ANGELES,2009,Children (0-17),30,6037,72.27581835
"91204
(34.13669404900003, -118.25949754799996)",LOS ANGELES,2009,Adults (18+),57,6037,45.84628852
"91205
(34.13853198600003, -118.24386856299998)",LOS ANGELES,2009,All Ages,175,6037,41.30830932
"91205
(34.13853198600003, -118.24386856299998)",LOS ANGELES,2009,Children (0-17),48,6037,51.59698251
"91205
(34.13853198600003, -118.24386856299998)",LOS ANGELES,2009,Adults (18+),127,6037,37.73578262
"91206
(34.15379164500007, -118.23720766899999)",LOS ANGELES,2009,All Ages,96,6037,29.71033672
"91206
(34.15379164500007, -118.23720766899999)",LOS ANGELES,2009,Children (0-17),29,6037,47.33282084
"91206
(34.15379164500007, -118.23720766899999)",LOS ANGELES,2009,Adults (18+),67,6037,23.59129741
"91207
(34.16381122800004, -118.24788769299994)",LOS ANGELES,2009,All Ages,20,6037,17.56623555
"91207
(34.16381122800004, -118.24788769299994)",LOS ANGELES,2009,Children (0-17),,6037,
"91207
(34.16381122800004, -118.24788769299994)",LOS ANGELES,2009,Adults (18+),17,6037,18.46085291
"91208
(34.19002030100006, -118.22716636199999)",LOS ANGELES,2009,All Ages,36,6037,23.30788076
"91208
(34.19002030100006, -118.22716636199999)",LOS ANGELES,2009,Children (0-17),17,6037,49.80617493
"91208
(34.19002030100006, -118.22716636199999)",LOS ANGELES,2009,Adults (18+),19,6037,14.10690186
"91214
(34.228573535000066, -118.24694917199997)",LOS ANGELES,2009,All Ages,103,6037,40.49807883
"91214
(34.228573535000066, -118.24694917199997)",LOS ANGELES,2009,Children (0-17),23,6037,33.02123111
"91214
(34.228573535000066, -118.24694917199997)",LOS ANGELES,2009,Adults (18+),80,6037,43.09425799
"91301
(34.14345053200003, -118.76011604599995)",LOS ANGELES,2009,All Ages,51,6037,20.24319136
"91301
(34.14345053200003, -118.76011604599995)",LOS ANGELES,2009,Children (0-17),22,6037,33.51583995
"91301
(34.14345053200003, -118.76011604599995)",LOS ANGELES,2009,Adults (18+),29,6037,15.63454148
"91302
(34.143272387000025, -118.66282702799998)",LOS ANGELES,2009,All Ages,37,6037,15.38558588
"91302
(34.143272387000025, -118.66282702799998)",LOS ANGELES,2009,Children (0-17),14,6037,20.85581972
"91302
(34.143272387000025, -118.66282702799998)",LOS ANGELES,2009,Adults (18+),23,6037,13.4861616
"91303
(34.19807159700008, -118.59909883199998)",LOS ANGELES,2009,All Ages,153,6037,58.70707983
"91303
(34.19807159700008, -118.59909883199998)",LOS ANGELES,2009,Children (0-17),71,6037,89.81486146
"91303
(34.19807159700008, -118.59909883199998)",LOS ANGELES,2009,Adults (18+),82,6037,47.90555282
"91304
(34.22192133200008, -118.60967892099995)",LOS ANGELES,2009,All Ages,222,6037,42.92563503
"91304
(34.22192133200008, -118.60967892099995)",LOS ANGELES,2009,Children (0-17),96,6037,69.78649862
"91304
(34.22192133200008, -118.60967892099995)",LOS ANGELES,2009,Adults (18+),126,6037,33.59876143
"91306
(34.208404020000046, -118.57593995299999)",LOS ANGELES,2009,All Ages,218,6037,45.05246219
"91306
(34.208404020000046, -118.57593995299999)",LOS ANGELES,2009,Children (0-17),79,6037,60.12142298
"91306
(34.208404020000046, -118.57593995299999)",LOS ANGELES,2009,Adults (18+),139,6037,39.82008053
"91307
(34.19781089600008, -118.63800835699999)",LOS ANGELES,2009,All Ages,96,6037,39.92249891
"91307
(34.19781089600008, -118.63800835699999)",LOS ANGELES,2009,Children (0-17),28,6037,47.89018712
"91307
(34.19781089600008, -118.63800835699999)",LOS ANGELES,2009,Adults (18+),68,6037,37.15588558
"91311
(34.25282301100003, -118.59502756199998)",LOS ANGELES,2009,All Ages,120,6037,34.46084741
"91311
(34.25282301100003, -118.59502756199998)",LOS ANGELES,2009,Children (0-17),40,6037,54.4271588
"91311
(34.25282301100003, -118.59502756199998)",LOS ANGELES,2009,Adults (18+),80,6037,27.52796306
"91316
(34.16673107200006, -118.51629606299997)",LOS ANGELES,2009,All Ages,84,6037,34.56679698
"91316
(34.16673107200006, -118.51629606299997)",LOS ANGELES,2009,Children (0-17),29,6037,62.75901963
"91316
(34.16673107200006, -118.51629606299997)",LOS ANGELES,2009,Adults (18+),55,6037,24.77763683
"91320
(34.18136070500003, -118.93538922299996)",VENTURA,2009,All Ages,90,6111,23.3925588
"91320
(34.18136070500003, -118.93538922299996)",VENTURA,2009,Children (0-17),35,6111,30.75699895
"91320
(34.18136070500003, -118.93538922299996)",VENTURA,2009,Adults (18+),55,6111,20.83541076
"91321
(34.385523824000074, -118.51401927999996)",LOS ANGELES,2009,All Ages,92,6037,25.21948092
"91321
(34.385523824000074, -118.51401927999996)",LOS ANGELES,2009,Children (0-17),38,6037,38.82914969
"91321
(34.385523824000074, -118.51401927999996)",LOS ANGELES,2009,Adults (18+),54,6037,20.4938079
"91324
(34.23552119900006, -118.54598982999994)",LOS ANGELES,2009,All Ages,148,6037,58.22741686
"91324
(34.23552119900006, -118.54598982999994)",LOS ANGELES,2009,Children (0-17),55,6037,88.73284608
"91324
(34.23552119900006, -118.54598982999994)",LOS ANGELES,2009,Adults (18+),93,6037,47.63504408
"91325
(34.235881834000054, -118.52105818899997)",LOS ANGELES,2009,All Ages,127,6037,39.00026158
"91325
(34.235881834000054, -118.52105818899997)",LOS ANGELES,2009,Children (0-17),37,6037,57.58101646
"91325
(34.235881834000054, -118.52105818899997)",LOS ANGELES,2009,Adults (18+),90,6037,32.54848278
"91326
(34.27493039900003, -118.55013930999996)",LOS ANGELES,2009,All Ages,69,6037,22.15382113
"91326
(34.27493039900003, -118.55013930999996)",LOS ANGELES,2009,Children (0-17),25,6037,31.90133493
"91326
(34.27493039900003, -118.55013930999996)",LOS ANGELES,2009,Adults (18+),44,6037,18.7692007
"91331
(34.25726360600004, -118.41981956099994)",LOS ANGELES,2009,All Ages,719,6037,68.07745861
"91331
(34.25726360600004, -118.41981956099994)",LOS ANGELES,2009,Children (0-17),308,6037,89.17529265
"91331
(34.25726360600004, -118.41981956099994)",LOS ANGELES,2009,Adults (18+),411,6037,60.75167675
"91335
(34.200183269000036, -118.54031959799994)",LOS ANGELES,2009,All Ages,465,6037,62.74253199
"91335
(34.200183269000036, -118.54031959799994)",LOS ANGELES,2009,Children (0-17),177,6037,90.37226628
"91335
(34.200183269000036, -118.54031959799994)",LOS ANGELES,2009,Adults (18+),288,6037,53.14868425
"91340
(34.28619265300006, -118.43744724799996)",LOS ANGELES,2009,All Ages,270,6037,68.43852187
"91340
(34.28619265300006, -118.43744724799996)",LOS ANGELES,2009,Children (0-17),118,6037,92.88762057
"91340
(34.28619265300006, -118.43744724799996)",LOS ANGELES,2009,Adults (18+),152,6037,59.9490834
"91342
(34.30514122200003, -118.43521825999994)",LOS ANGELES,2009,All Ages,564,6037,59.59018046
"91342
(34.30514122200003, -118.43521825999994)",LOS ANGELES,2009,Children (0-17),255,6037,90.21467017
"91342
(34.30514122200003, -118.43521825999994)",LOS ANGELES,2009,Adults (18+),309,6037,48.95646649
"91343
(34.235512509000046, -118.47526617599999)",LOS ANGELES,2009,All Ages,447,6037,67.89933662
"91343
(34.235512509000046, -118.47526617599999)",LOS ANGELES,2009,Children (0-17),171,6037,88.58783413
"91343
(34.235512509000046, -118.47526617599999)",LOS ANGELES,2009,Adults (18+),276,6037,60.71568839
"91344
(34.27480004900008, -118.50113633799998)",LOS ANGELES,2009,All Ages,222,6037,44.62302965
"91344
(34.27480004900008, -118.50113633799998)",LOS ANGELES,2009,Children (0-17),63,6037,54.34421305
"91344
(34.27480004900008, -118.50113633799998)",LOS ANGELES,2009,Adults (18+),159,6037,41.24755199
"91345
(34.26212132300003, -118.46175755399997)",LOS ANGELES,2009,All Ages,99,6037,53.61845613
"91345
(34.26212132300003, -118.46175755399997)",LOS ANGELES,2009,Children (0-17),34,6037,69.94331809
"91345
(34.26212132300003, -118.46175755399997)",LOS ANGELES,2009,Adults (18+),65,6037,47.94998901
"91350
(34.447770373000026, -118.51963737199998)",LOS ANGELES,2009,All Ages,74,6037,24.0784085
"91350
(34.447770373000026, -118.51963737199998)",LOS ANGELES,2009,Children (0-17),35,6037,38.30517256
"91350
(34.447770373000026, -118.51963737199998)",LOS ANGELES,2009,Adults (18+),39,6037,19.13846193
"91351
(34.42298211600007, -118.47143822599998)",LOS ANGELES,2009,All Ages,113,6037,35.6368434
"91351
(34.42298211600007, -118.47143822599998)",LOS ANGELES,2009,Children (0-17),50,6037,55.2492457
"91351
(34.42298211600007, -118.47143822599998)",LOS ANGELES,2009,Adults (18+),63,6037,28.82684654
"91352
(34.22551030600005, -118.37651723599998)",LOS ANGELES,2009,All Ages,294,6037,60.23462083
"91352
(34.22551030600005, -118.37651723599998)",LOS ANGELES,2009,Children (0-17),110,6037,70.42446102
"91352
(34.22551030600005, -118.37651723599998)",LOS ANGELES,2009,Adults (18+),184,6037,56.69641202
"91354
(34.44749229200005, -118.54920947899996)",LOS ANGELES,2009,All Ages,46,6037,15.90627716
"91354
(34.44749229200005, -118.54920947899996)",LOS ANGELES,2009,Children (0-17),22,6037,22.61033316
"91354
(34.44749229200005, -118.54920947899996)",LOS ANGELES,2009,Adults (18+),24,6037,13.57843379
"91355
(34.41829385500006, -118.56477763399994)",LOS ANGELES,2009,All Ages,79,6037,19.39730454
"91355
(34.41829385500006, -118.56477763399994)",LOS ANGELES,2009,Children (0-17),34,6037,31.04915932
"91355
(34.41829385500006, -118.56477763399994)",LOS ANGELES,2009,Adults (18+),45,6037,15.35144145
"91356
(34.16990292600008, -118.54048905299999)",LOS ANGELES,2009,All Ages,119,6037,38.99987868
"91356
(34.16990292600008, -118.54048905299999)",LOS ANGELES,2009,Children (0-17),27,6037,41.13677301
"91356
(34.16990292600008, -118.54048905299999)",LOS ANGELES,2009,Adults (18+),92,6037,38.25788675
"91360
(34.20036141400004, -118.87581919799999)",VENTURA,2009,All Ages,125,6111,28.98224698
"91360
(34.20036141400004, -118.87581919799999)",VENTURA,2009,Children (0-17),53,6111,52.02754829
"91360
(34.20036141400004, -118.87581919799999)",VENTURA,2009,Adults (18+),72,6111,20.98024765
"91361
(34.15138016700007, -118.83569741699995)",VENTURA,2009,All Ages,32,6111,16.9622566
"91361
(34.15138016700007, -118.83569741699995)",VENTURA,2009,Children (0-17),,6111,
"91361
(34.15138016700007, -118.83569741699995)",VENTURA,2009,Adults (18+),24,6111,15.52913059
"91362
(34.181860381000035, -118.82387900199996)",VENTURA,2009,All Ages,69,6111,19.58509886
"91362
(34.181860381000035, -118.82387900199996)",VENTURA,2009,Children (0-17),27,6111,27.85457344
"91362
(34.181860381000035, -118.82387900199996)",VENTURA,2009,Adults (18+),42,6111,16.71369657
"91364
(34.16201239600008, -118.59846880699996)",LOS ANGELES,2009,All Ages,74,6037,30.77986064
"91364
(34.16201239600008, -118.59846880699996)",LOS ANGELES,2009,Children (0-17),23,6037,43.29174795
"91364
(34.16201239600008, -118.59846880699996)",LOS ANGELES,2009,Adults (18+),51,6037,26.43536933
"91367
(34.17858424700006, -118.60957898599997)",LOS ANGELES,2009,All Ages,129,6037,35.64919865
"91367
(34.17858424700006, -118.60957898599997)",LOS ANGELES,2009,Children (0-17),36,6037,48.94489049
"91367
(34.17858424700006, -118.60957898599997)",LOS ANGELES,2009,Adults (18+),93,6037,31.03254766
"91377
(34.18051342900003, -118.77007914399996)",VENTURA,2009,All Ages,24,6111,18.69382205
"91377
(34.18051342900003, -118.77007914399996)",VENTURA,2009,Children (0-17),12,6111,31.20208013
"91377
(34.18051342900003, -118.77007914399996)",VENTURA,2009,Adults (18+),12,6111,14.35059079
"91381
(34.38906065800006, -118.58203599599995)",LOS ANGELES,2009,All Ages,41,6037,40.9036767
"91381
(34.38906065800006, -118.58203599599995)",LOS ANGELES,2009,Children (0-17),15,6037,35.33930722
"91381
(34.38906065800006, -118.58203599599995)",LOS ANGELES,2009,Adults (18+),26,6037,42.83578808
"91384
(34.47299313000008, -118.63613565899999)",LOS ANGELES,2009,All Ages,76,6037,26.98702045
"91384
(34.47299313000008, -118.63613565899999)",LOS ANGELES,2009,Children (0-17),28,6037,41.94714325
"91384
(34.47299313000008, -118.63613565899999)",LOS ANGELES,2009,Adults (18+),48,6037,21.79243047
"91387
(34.41924106600004, -118.43515742999995)",LOS ANGELES,2009,All Ages,126,6037,29.20151132
"91387
(34.41924106600004, -118.43515742999995)",LOS ANGELES,2009,Children (0-17),55,6037,45.23359977
"91387
(34.41924106600004, -118.43515742999995)",LOS ANGELES,2009,Adults (18+),71,6037,23.6347037
"91390
(34.50319091800003, -118.433428118)",LOS ANGELES,2009,All Ages,35,6037,15.74065087
"91390
(34.50319091800003, -118.433428118)",LOS ANGELES,2009,Children (0-17),17,6037,26.02637654
"91390
(34.50319091800003, -118.433428118)",LOS ANGELES,2009,Adults (18+),18,6037,12.16914754
"91401
(34.181152145000055, -118.43482720999998)",LOS ANGELES,2009,All Ages,174,6037,40.66781582
"91401
(34.181152145000055, -118.43482720999998)",LOS ANGELES,2009,Children (0-17),72,6037,64.38464642
"91401
(34.181152145000055, -118.43482720999998)",LOS ANGELES,2009,Adults (18+),102,6037,32.43264205
"91402
(34.225753627000074, -118.44892675199998)",LOS ANGELES,2009,All Ages,517,6037,69.30136214
"91402
(34.225753627000074, -118.44892675199998)",LOS ANGELES,2009,Children (0-17),238,6037,93.76556598
"91402
(34.225753627000074, -118.44892675199998)",LOS ANGELES,2009,Adults (18+),279,6037,60.80667878
"91403
(34.15450422600003, -118.45955898099999)",LOS ANGELES,2009,All Ages,58,6037,26.5022238
"91403
(34.15450422600003, -118.45955898099999)",LOS ANGELES,2009,Children (0-17),,6037,
"91403
(34.15450422600003, -118.45955898099999)",LOS ANGELES,2009,Adults (18+),48,6037,26.41215724
"91405
(34.20047004000003, -118.44869646699999)",LOS ANGELES,2009,All Ages,317,6037,57.93496906
"91405
(34.20047004000003, -118.44869646699999)",LOS ANGELES,2009,Children (0-17),132,6037,81.34486718
"91405
(34.20047004000003, -118.44869646699999)",LOS ANGELES,2009,Adults (18+),185,6037,49.80637122
"91406
(34.19981394400003, -118.48688906499996)",LOS ANGELES,2009,All Ages,377,6037,66.34620056
"91406
(34.19981394400003, -118.48688906499996)",LOS ANGELES,2009,Children (0-17),137,6037,81.17206593
"91406
(34.19981394400003, -118.48688906499996)",LOS ANGELES,2009,Adults (18+),240,6037,61.19822879
"91411
(34.179331588000025, -118.45792960399996)",LOS ANGELES,2009,All Ages,140,6037,56.37745419
"91411
(34.179331588000025, -118.45792960399996)",LOS ANGELES,2009,Children (0-17),35,6037,51.84913073
"91411
(34.179331588000025, -118.45792960399996)",LOS ANGELES,2009,Adults (18+),105,6037,57.94982008
"91423
(34.15306168500007, -118.43295885699996)",LOS ANGELES,2009,All Ages,79,6037,31.33760186
"91423
(34.15306168500007, -118.43295885699996)",LOS ANGELES,2009,Children (0-17),32,6037,63.80325985
"91423
(34.15306168500007, -118.43295885699996)",LOS ANGELES,2009,Adults (18+),47,6037,20.0645806
"91436
(34.15384378600004, -118.48733660099998)",LOS ANGELES,2009,All Ages,38,6037,24.42036335
"91436
(34.15384378600004, -118.48733660099998)",LOS ANGELES,2009,Children (0-17),,6037,
"91436
(34.15384378600004, -118.48733660099998)",LOS ANGELES,2009,Adults (18+),27,6037,22.13639744
"91501
(34.18518431000007, -118.30236971699998)",LOS ANGELES,2009,All Ages,48,6037,23.30445895
"91501
(34.18518431000007, -118.30236971699998)",LOS ANGELES,2009,Children (0-17),12,6037,27.15655286
"91501
(34.18518431000007, -118.30236971699998)",LOS ANGELES,2009,Adults (18+),36,6037,21.96689982
"91502
(34.17644215900003, -118.30647574699998)",LOS ANGELES,2009,All Ages,52,6037,45.56143187
"91502
(34.17644215900003, -118.30647574699998)",LOS ANGELES,2009,Children (0-17),27,6037,101.3859804
"91502
(34.17644215900003, -118.30647574699998)",LOS ANGELES,2009,Adults (18+),25,6037,26.17752415
"91504
(34.198254087000066, -118.33049928199995)",LOS ANGELES,2009,All Ages,102,6037,41.66080255
"91504
(34.198254087000066, -118.33049928199995)",LOS ANGELES,2009,Children (0-17),28,6037,51.85764924
"91504
(34.198254087000066, -118.33049928199995)",LOS ANGELES,2009,Adults (18+),74,6037,38.12016072
"91505
(34.167673938000064, -118.34449888999995)",LOS ANGELES,2009,All Ages,150,6037,54.80857081
"91505
(34.167673938000064, -118.34449888999995)",LOS ANGELES,2009,Children (0-17),47,6037,84.5703364
"91505
(34.167673938000064, -118.34449888999995)",LOS ANGELES,2009,Adults (18+),103,6037,44.47441986
"91506
(34.17111083700007, -118.32257833699998)",LOS ANGELES,2009,All Ages,97,6037,48.06217291
"91506
(34.17111083700007, -118.32257833699998)",LOS ANGELES,2009,Children (0-17),20,6037,50.26080721
"91506
(34.17111083700007, -118.32257833699998)",LOS ANGELES,2009,Adults (18+),77,6037,47.29874327
"91601
(34.16713081200004, -118.37252852099999)",LOS ANGELES,2009,All Ages,201,6037,53.64579528
"91601
(34.16713081200004, -118.37252852099999)",LOS ANGELES,2009,Children (0-17),66,6037,67.108015
"91601
(34.16713081200004, -118.37252852099999)",LOS ANGELES,2009,Adults (18+),135,6037,48.97132095
"91602
(34.15134106200003, -118.36907858599994)",LOS ANGELES,2009,All Ages,44,6037,32.94820859
"91602
(34.15134106200003, -118.36907858599994)",LOS ANGELES,2009,Children (0-17),13,6037,65.0476457
"91602
(34.15134106200003, -118.36907858599994)",LOS ANGELES,2009,Adults (18+),31,6037,21.80234991
"91604
(34.144462919000034, -118.39427961799998)",LOS ANGELES,2009,All Ages,65,6037,25.41638356
"91604
(34.144462919000034, -118.39427961799998)",LOS ANGELES,2009,Children (0-17),12,6037,28.83445044
"91604
(34.144462919000034, -118.39427961799998)",LOS ANGELES,2009,Adults (18+),53,6037,24.22953131
"91605
(34.20546245100007, -118.40193986299994)",LOS ANGELES,2009,All Ages,379,6037,64.64281688
"91605
(34.20546245100007, -118.40193986299994)",LOS ANGELES,2009,Children (0-17),151,6037,80.70504005
"91605
(34.20546245100007, -118.40193986299994)",LOS ANGELES,2009,Adults (18+),228,6037,59.06554569
"91606
(34.186731132000034, -118.38680620899999)",LOS ANGELES,2009,All Ages,225,6037,46.23440022
"91606
(34.186731132000034, -118.38680620899999)",LOS ANGELES,2009,Children (0-17),84,6037,58.84212416
"91606
(34.186731132000034, -118.38680620899999)",LOS ANGELES,2009,Adults (18+),141,6037,41.85663159
"91607
(34.16615318600003, -118.399337205)",LOS ANGELES,2009,All Ages,112,6037,39.76650247
