ZIP code,County,Year,Age Group,Number of Visits,County Fips code,Age-adjusted rate
"93445
(35.101760682000474, -120.61066692299971)",SAN LUIS OBISPO,2012,Children (0-17),17,6079,94.6
"93445
(35.101760682000474, -120.61066692299971)",SAN LUIS OBISPO,2012,Adults (18+),17,6079,30.9
"93446
(35.630852002000495, -120.68618746399972)",SAN LUIS OBISPO,2012,AllAges,188,6079,43.5
"93446
(35.630852002000495, -120.68618746399972)",SAN LUIS OBISPO,2012,Children (0-17),60,6079,55.5
"93446
(35.630852002000495, -120.68618746399972)",SAN LUIS OBISPO,2012,Adults (18+),128,6079,39.4
"93449
(35.14520204700045, -120.6448664619997)",SAN LUIS OBISPO,2012,AllAges,14,6079,21.9
"93449
(35.14520204700045, -120.6448664619997)",SAN LUIS OBISPO,2012,Children (0-17),,6079,
"93449
(35.14520204700045, -120.6448664619997)",SAN LUIS OBISPO,2012,Adults (18+),12,6079,21.7
"93451
(35.78535170700047, -120.60556588699973)",SAN LUIS OBISPO,2012,AllAges,20,6079,59.7
"93451
(35.78535170700047, -120.60556588699973)",SAN LUIS OBISPO,2012,Children (0-17),,6079,
"93451
(35.78535170700047, -120.60556588699973)",SAN LUIS OBISPO,2012,Adults (18+),12,6079,54.2
"93453
(35.362782542000446, -120.39537624699972)",SAN LUIS OBISPO,2012,AllAges,12,6079,51.6
"93453
(35.362782542000446, -120.39537624699972)",SAN LUIS OBISPO,2012,Children (0-17),,6079,
"93453
(35.362782542000446, -120.39537624699972)",SAN LUIS OBISPO,2012,Adults (18+),,6079,
"93454
(34.95222297300046, -120.41814841999968)",SANTA BARBARA,2012,AllAges,195,6083,50.8
"93454
(34.95222297300046, -120.41814841999968)",SANTA BARBARA,2012,Children (0-17),97,6083,92.7
"93454
(34.95222297300046, -120.41814841999968)",SANTA BARBARA,2012,Adults (18+),98,6083,36.3
"93455
(34.88506222300049, -120.4312877159997)",SANTA BARBARA,2012,AllAges,126,6083,32.9
"93455
(34.88506222300049, -120.4312877159997)",SANTA BARBARA,2012,Children (0-17),56,6083,57.2
"93455
(34.88506222300049, -120.4312877159997)",SANTA BARBARA,2012,Adults (18+),70,6083,24.5
"93458
(34.95265312800046, -120.44576961999968)",SANTA BARBARA,2012,AllAges,251,6083,39.9
"93458
(34.95265312800046, -120.44576961999968)",SANTA BARBARA,2012,Children (0-17),146,6083,75.9
"93458
(34.95265312800046, -120.44576961999968)",SANTA BARBARA,2012,Adults (18+),105,6083,27.4
"93460
(34.62591305900048, -120.07592709699969)",SANTA BARBARA,2012,AllAges,14,6083,27.5
"93460
(34.62591305900048, -120.07592709699969)",SANTA BARBARA,2012,Children (0-17),,6083,
"93460
(34.62591305900048, -120.07592709699969)",SANTA BARBARA,2012,Adults (18+),,6083,
"93463
(34.601693999000474, -120.13454991099968)",SANTA BARBARA,2012,AllAges,20,6083,25.5
"93463
(34.601693999000474, -120.13454991099968)",SANTA BARBARA,2012,Children (0-17),,6083,
"93463
(34.601693999000474, -120.13454991099968)",SANTA BARBARA,2012,Adults (18+),18,6083,29.7
"93465
(35.54824041200044, -120.69792766899968)",SAN LUIS OBISPO,2012,AllAges,29,6079,34.5
"93465
(35.54824041200044, -120.69792766899968)",SAN LUIS OBISPO,2012,Children (0-17),,6079,
"93465
(35.54824041200044, -120.69792766899968)",SAN LUIS OBISPO,2012,Adults (18+),23,6079,36
"93501
(35.030393967000464, -118.18727921099969)",KERN,2012,AllAges,70,6029,125.5
"93501
(35.030393967000464, -118.18727921099969)",KERN,2012,Children (0-17),36,6029,232.7
"93501
(35.030393967000464, -118.18727921099969)",KERN,2012,Adults (18+),34,6029,88.3
"93505
(35.12481093600047, -117.96943801599969)",KERN,2012,AllAges,86,6029,62.6
"93505
(35.12481093600047, -117.96943801599969)",KERN,2012,Children (0-17),43,6029,125.8
"93505
(35.12481093600047, -117.96943801599969)",KERN,2012,Adults (18+),43,6029,40.7
"93510
(34.48901062600049, -118.19703809399971)",LOS ANGELES,2012,AllAges,16,6037,19.4
"93510
(34.48901062600049, -118.19703809399971)",LOS ANGELES,2012,Children (0-17),,6037,
"93510
(34.48901062600049, -118.19703809399971)",LOS ANGELES,2012,Adults (18+),15,6037,23.7
"93514
(37.380663927000455, -118.42240918399972)",INYO,2012,AllAges,52,6027,40.6
"93514
(37.380663927000455, -118.42240918399972)",INYO,2012,Children (0-17),25,6027,86.9
"93514
(37.380663927000455, -118.42240918399972)",INYO,2012,Adults (18+),27,6027,24.5
"93527
(35.725073446000465, -117.86466689799971)",KERN,2012,AllAges,14,6029,61.5
"93527
(35.725073446000465, -117.86466689799971)",KERN,2012,Children (0-17),,6029,
"93527
(35.725073446000465, -117.86466689799971)",KERN,2012,Adults (18+),,6029,
"93534
(34.68758172200046, -118.1496775339997)",LOS ANGELES,2012,AllAges,523,6037,131
"93534
(34.68758172200046, -118.1496775339997)",LOS ANGELES,2012,Children (0-17),220,6037,194.9
"93534
(34.68758172200046, -118.1496775339997)",LOS ANGELES,2012,Adults (18+),303,6037,108.8
"93535
(34.68786414800047, -118.0660492129997)",LOS ANGELES,2012,AllAges,836,6037,110.7
"93535
(34.68786414800047, -118.0660492129997)",LOS ANGELES,2012,Children (0-17),365,6037,153.7
"93535
(34.68786414800047, -118.0660492129997)",LOS ANGELES,2012,Adults (18+),471,6037,95.8
"93536
(34.68816395300047, -118.23417919999969)",LOS ANGELES,2012,AllAges,302,6037,41.3
"93536
(34.68816395300047, -118.23417919999969)",LOS ANGELES,2012,Children (0-17),143,6037,78.9
"93536
(34.68816395300047, -118.23417919999969)",LOS ANGELES,2012,Adults (18+),159,6037,28.2
"93543
(34.533021187000486, -117.9580497559997)",LOS ANGELES,2012,AllAges,62,6037,48.7
"93543
(34.533021187000486, -117.9580497559997)",LOS ANGELES,2012,Children (0-17),26,6037,74.5
"93543
(34.533021187000486, -117.9580497559997)",LOS ANGELES,2012,Adults (18+),36,6037,39.8
"93546
(37.58186375100047, -118.78224950399971)",MONO,2012,AllAges,20,6051,20.9
"93546
(37.58186375100047, -118.78224950399971)",MONO,2012,Children (0-17),,6051,
"93546
(37.58186375100047, -118.78224950399971)",MONO,2012,Adults (18+),14,6051,17.8
"93550
(34.56908038700044, -118.09611664999971)",LOS ANGELES,2012,AllAges,657,6037,82.7
"93550
(34.56908038700044, -118.09611664999971)",LOS ANGELES,2012,Children (0-17),320,6037,125.7
"93550
(34.56908038700044, -118.09611664999971)",LOS ANGELES,2012,Adults (18+),337,6037,67.8
"93551
(34.60587389400047, -118.18323835599972)",LOS ANGELES,2012,AllAges,159,6037,31.4
"93551
(34.60587389400047, -118.18323835599972)",LOS ANGELES,2012,Children (0-17),62,6037,45.3
"93551
(34.60587389400047, -118.18323835599972)",LOS ANGELES,2012,Adults (18+),97,6037,26.6
"93552
(34.56282358000044, -118.03543864899967)",LOS ANGELES,2012,AllAges,207,6037,49.8
"93552
(34.56282358000044, -118.03543864899967)",LOS ANGELES,2012,Children (0-17),113,6037,88.1
"93552
(34.56282358000044, -118.03543864899967)",LOS ANGELES,2012,Adults (18+),94,6037,36.4
"93555
(35.62246179600049, -117.68225922199969)",KERN,2012,AllAges,143,6029,46
"93555
(35.62246179600049, -117.68225922199969)",KERN,2012,Children (0-17),35,6029,41.5
"93555
(35.62246179600049, -117.68225922199969)",KERN,2012,Adults (18+),108,6029,47.5
"93560
(34.86017403100044, -118.21146785599967)",KERN,2012,AllAges,91,6029,47.1
"93560
(34.86017403100044, -118.21146785599967)",KERN,2012,Children (0-17),41,6029,77.6
"93560
(34.86017403100044, -118.21146785599967)",KERN,2012,Adults (18+),50,6029,36.5
"93561
(35.13063324400048, -118.52245728099967)",KERN,2012,AllAges,171,6029,54.2
"93561
(35.13063324400048, -118.52245728099967)",KERN,2012,Children (0-17),65,6029,95.5
"93561
(35.13063324400048, -118.52245728099967)",KERN,2012,Adults (18+),106,6029,39.9
"93591
(34.59676241700049, -117.8382666439997)",LOS ANGELES,2012,AllAges,72,6037,99.2
"93591
(34.59676241700049, -117.8382666439997)",LOS ANGELES,2012,Children (0-17),24,6037,106.5
"93591
(34.59676241700049, -117.8382666439997)",LOS ANGELES,2012,Adults (18+),48,6037,96.7
"93609
(36.536381563000475, -119.84194855099969)",FRESNO,2012,AllAges,50,6019,80.5
"93609
(36.536381563000475, -119.84194855099969)",FRESNO,2012,Children (0-17),26,6019,143.3
"93609
(36.536381563000475, -119.84194855099969)",FRESNO,2012,Adults (18+),24,6019,58.7
"93610
(37.101610293000476, -120.2724386599997)",MADERA,2012,AllAges,123,6039,54.6
"93610
(37.101610293000476, -120.2724386599997)",MADERA,2012,Children (0-17),68,6039,126.5
"93610
(37.101610293000476, -120.2724386599997)",MADERA,2012,Adults (18+),55,6039,29.7
"93611
(36.82311282100045, -119.68246946799968)",FRESNO,2012,AllAges,185,6019,44.4
"93611
(36.82311282100045, -119.68246946799968)",FRESNO,2012,Children (0-17),79,6019,70.8
"93611
(36.82311282100045, -119.68246946799968)",FRESNO,2012,Adults (18+),106,6019,35.2
"93612
(36.81294116300046, -119.7110987099997)",FRESNO,2012,AllAges,316,6019,92.2
"93612
(36.81294116300046, -119.7110987099997)",FRESNO,2012,Children (0-17),124,6019,131.7
"93612
(36.81294116300046, -119.7110987099997)",FRESNO,2012,Adults (18+),192,6019,78.4
"93614
(37.220624339000494, -119.73446614899967)",MADERA,2012,AllAges,22,6039,21.1
"93614
(37.220624339000494, -119.73446614899967)",MADERA,2012,Children (0-17),,6039,
"93614
(37.220624339000494, -119.73446614899967)",MADERA,2012,Adults (18+),15,6039,16.5
"93616
(36.65823289700046, -119.5926060649997)",FRESNO,2012,AllAges,18,6019,73.1
"93616
(36.65823289700046, -119.5926060649997)",FRESNO,2012,Children (0-17),,6019,
"93616
(36.65823289700046, -119.5926060649997)",FRESNO,2012,Adults (18+),,6019,
"93618
(36.54063097800048, -119.39171908099968)",TULARE,2012,AllAges,116,6107,36.6
"93618
(36.54063097800048, -119.39171908099968)",TULARE,2012,Children (0-17),57,6107,54.7
"93618
(36.54063097800048, -119.39171908099968)",TULARE,2012,Adults (18+),59,6107,30.2
"93619
(36.85682137300046, -119.64350780399968)",FRESNO,2012,AllAges,61,6019,20.4
"93619
(36.85682137300046, -119.64350780399968)",FRESNO,2012,Children (0-17),30,6019,35.2
"93619
(36.85682137300046, -119.64350780399968)",FRESNO,2012,Adults (18+),31,6019,15.2
"93620
(36.997321472000465, -120.62650881399969)",MERCED,2012,AllAges,103,6047,103.9
"93620
(36.997321472000465, -120.62650881399969)",MERCED,2012,Children (0-17),47,6047,159
"93620
(36.997321472000465, -120.62650881399969)",MERCED,2012,Adults (18+),56,6047,84.7
"93622
(36.85104251600046, -120.48081643499972)",FRESNO,2012,AllAges,63,6019,55.9
"93622
(36.85104251600046, -120.48081643499972)",FRESNO,2012,Children (0-17),43,6019,126.8
"93622
(36.85104251600046, -120.48081643499972)",FRESNO,2012,Adults (18+),20,6019,31.3
"93625
(36.62798296900047, -119.67622569599968)",FRESNO,2012,AllAges,65,6019,83.1
"93625
(36.62798296900047, -119.67622569599968)",FRESNO,2012,Children (0-17),43,6019,196.7
"93625
(36.62798296900047, -119.67622569599968)",FRESNO,2012,Adults (18+),22,6019,43.6
"93626
(37.02727159400047, -119.6710985899997)",FRESNO,2012,AllAges,16,6019,136.7
"93626
(37.02727159400047, -119.6710985899997)",FRESNO,2012,Children (0-17),,6019,
"93626
(37.02727159400047, -119.6710985899997)",FRESNO,2012,Adults (18+),,6019,
"93630
(36.73259332100048, -120.0709477209997)",FRESNO,2012,AllAges,109,6019,50
"93630
(36.73259332100048, -120.0709477209997)",FRESNO,2012,Children (0-17),71,6019,105.3
"93630
(36.73259332100048, -120.0709477209997)",FRESNO,2012,Adults (18+),38,6019,30.7
"93631
(36.51362242400046, -119.54894744999967)",FRESNO,2012,AllAges,88,6019,49.8
"93631
(36.51362242400046, -119.54894744999967)",FRESNO,2012,Children (0-17),40,6019,79.3
"93631
(36.51362242400046, -119.54894744999967)",FRESNO,2012,Adults (18+),48,6019,39.5
"93635
(37.06084110700044, -120.84506693599968)",MERCED,2012,AllAges,387,6047,93.9
"93635
(37.06084110700044, -120.84506693599968)",MERCED,2012,Children (0-17),170,6047,128.9
"93635
(37.06084110700044, -120.84506693599968)",MERCED,2012,Adults (18+),217,6047,81.7
"93636
(36.953350016000456, -119.89389743699968)",MADERA,2012,AllAges,49,6039,49.8
"93636
(36.953350016000456, -119.89389743699968)",MADERA,2012,Children (0-17),32,6039,135.4
"93636
(36.953350016000456, -119.89389743699968)",MADERA,2012,Adults (18+),17,6039,20.1
"93637
(36.94553335100045, -120.0866462249997)",MADERA,2012,AllAges,363,6039,89
"93637
(36.94553335100045, -120.0866462249997)",MADERA,2012,Children (0-17),211,6039,171.9
"93637
(36.94553335100045, -120.0866462249997)",MADERA,2012,Adults (18+),152,6039,60.2
"93638
(36.98499034600047, -120.05618773699968)",MADERA,2012,AllAges,543,6039,98.2
"93638
(36.98499034600047, -120.05618773699968)",MADERA,2012,Children (0-17),333,6039,186.9
"93638
(36.98499034600047, -120.05618773699968)",MADERA,2012,Adults (18+),210,6039,67.4
"93640
(36.74972133300048, -120.3894974539997)",FRESNO,2012,AllAges,80,6019,62.4
"93640
(36.74972133300048, -120.3894974539997)",FRESNO,2012,Children (0-17),58,6019,128.5
"93640
(36.74972133300048, -120.3894974539997)",FRESNO,2012,Adults (18+),22,6019,39.4
"93644
(37.34067249600048, -119.64173938699969)",MADERA,2012,AllAges,14,6039,19.9
"93644
(37.34067249600048, -119.64173938699969)",MADERA,2012,Children (0-17),,6039,
"93644
(37.34067249600048, -119.64173938699969)",MADERA,2012,Adults (18+),,6039,
"93646
(36.624441790000446, -119.31414769699973)",FRESNO,2012,AllAges,84,6019,66
"93646
(36.624441790000446, -119.31414769699973)",FRESNO,2012,Children (0-17),51,6019,118.8
"93646
(36.624441790000446, -119.31414769699973)",FRESNO,2012,Adults (18+),33,6019,47.7
"93647
(36.54467183300045, -119.27673719999967)",TULARE,2012,AllAges,43,6107,33.6
"93647
(36.54467183300045, -119.27673719999967)",TULARE,2012,Children (0-17),25,6107,57.4
"93647
(36.54467183300045, -119.27673719999967)",TULARE,2012,Adults (18+),18,6107,25.4
"93648
(36.61209328400048, -119.53721593499972)",FRESNO,2012,AllAges,132,6019,70.3
"93648
(36.61209328400048, -119.53721593499972)",FRESNO,2012,Children (0-17),92,6019,157.6
"93648
(36.61209328400048, -119.53721593499972)",FRESNO,2012,Adults (18+),40,6019,40
"93650
(36.84091430900048, -119.7984984959997)",FRESNO,2012,AllAges,63,6019,194
"93650
(36.84091430900048, -119.7984984959997)",FRESNO,2012,Children (0-17),29,6019,271.4
"93650
(36.84091430900048, -119.7984984959997)",FRESNO,2012,Adults (18+),34,6019,167.1
"93654
(36.60229095200049, -119.44202989899969)",FRESNO,2012,AllAges,165,6019,52.3
"93654
(36.60229095200049, -119.44202989899969)",FRESNO,2012,Children (0-17),82,6019,87.2
"93654
(36.60229095200049, -119.44202989899969)",FRESNO,2012,Adults (18+),83,6019,40.2
"93656
(36.43075013400045, -119.89159892899971)",FRESNO,2012,AllAges,31,6019,40.6
"93656
(36.43075013400045, -119.89159892899971)",FRESNO,2012,Children (0-17),22,6019,95.3
"93656
(36.43075013400045, -119.89159892899971)",FRESNO,2012,Adults (18+),,6019,
"93657
(36.72578035300046, -119.5429383069997)",FRESNO,2012,AllAges,220,6019,57.2
"93657
(36.72578035300046, -119.5429383069997)",FRESNO,2012,Children (0-17),133,6019,123.8
"93657
(36.72578035300046, -119.5429383069997)",FRESNO,2012,Adults (18+),87,6019,34.1
"93660
(36.60012279300048, -120.1692795399997)",FRESNO,2012,AllAges,21,6019,35.8
"93660
(36.60012279300048, -120.1692795399997)",FRESNO,2012,Children (0-17),18,6019,94.3
"93660
(36.60012279300048, -120.1692795399997)",FRESNO,2012,Adults (18+),,6019,
"93662
(36.57099387600044, -119.6170771359997)",FRESNO,2012,AllAges,263,6019,80.9
"93662
(36.57099387600044, -119.6170771359997)",FRESNO,2012,Children (0-17),138,6019,144
"93662
(36.57099387600044, -119.6170771359997)",FRESNO,2012,Adults (18+),125,6019,59
"93675
(36.70533275600047, -119.1896198399997)",FRESNO,2012,AllAges,15,6019,46.3
"93675
(36.70533275600047, -119.1896198399997)",FRESNO,2012,Children (0-17),,6019,
"93675
(36.70533275600047, -119.1896198399997)",FRESNO,2012,Adults (18+),,6019,
"93701
(36.74931290200044, -119.78835725299967)",FRESNO,2012,AllAges,191,6019,135.7
"93701
(36.74931290200044, -119.78835725299967)",FRESNO,2012,Children (0-17),103,6019,206.2
"93701
(36.74931290200044, -119.78835725299967)",FRESNO,2012,Adults (18+),88,6019,111.2
"93702
(36.739093450000496, -119.7543097889997)",FRESNO,2012,AllAges,539,6019,106.5
"93702
(36.739093450000496, -119.7543097889997)",FRESNO,2012,Children (0-17),264,6019,146.9
"93702
(36.739093450000496, -119.7543097889997)",FRESNO,2012,Adults (18+),275,6019,92.5
"93703
(36.76818326200049, -119.76287813999971)",FRESNO,2012,AllAges,345,6019,95.1
"93703
(36.76818326200049, -119.76287813999971)",FRESNO,2012,Children (0-17),194,6019,173.2
"93703
(36.76818326200049, -119.76287813999971)",FRESNO,2012,Adults (18+),151,6019,67.9
"93704
(36.79945426600045, -119.8015660689997)",FRESNO,2012,AllAges,191,6019,73.8
"93704
(36.79945426600045, -119.8015660689997)",FRESNO,2012,Children (0-17),87,6019,138.7
"93704
(36.79945426600045, -119.8015660689997)",FRESNO,2012,Adults (18+),104,6019,51.3
"93705
(36.786601739000446, -119.8281488129997)",FRESNO,2012,AllAges,403,6019,99.7
"93705
(36.786601739000446, -119.8281488129997)",FRESNO,2012,Children (0-17),218,6019,174.1
"93705
(36.786601739000446, -119.8281488129997)",FRESNO,2012,Adults (18+),185,6019,73.8
"93706
(36.70329060400047, -119.81781639099972)",FRESNO,2012,AllAges,556,6019,125.9
"93706
(36.70329060400047, -119.81781639099972)",FRESNO,2012,Children (0-17),268,6019,184.8
"93706
(36.70329060400047, -119.81781639099972)",FRESNO,2012,Adults (18+),288,6019,105.5
"93710
(36.82199180900045, -119.76609778999972)",FRESNO,2012,AllAges,246,6019,91.7
"93710
(36.82199180900045, -119.76609778999972)",FRESNO,2012,Children (0-17),106,6019,169.7
"93710
(36.82199180900045, -119.76609778999972)",FRESNO,2012,Adults (18+),140,6019,64.6
"93711
(36.83002137900047, -119.83174647799967)",FRESNO,2012,AllAges,145,6019,43.8
"93711
(36.83002137900047, -119.83174647799967)",FRESNO,2012,Children (0-17),77,6019,102.1
"93711
(36.83002137900047, -119.83174647799967)",FRESNO,2012,Adults (18+),68,6019,23.5
"93720
(36.85807273500046, -119.75801607999972)",FRESNO,2012,AllAges,151,6019,33.2
"93720
(36.85807273500046, -119.75801607999972)",FRESNO,2012,Children (0-17),83,6019,74.7
"93720
(36.85807273500046, -119.75801607999972)",FRESNO,2012,Adults (18+),68,6019,18.8
"93721
(36.736303956000484, -119.78558948399967)",FRESNO,2012,AllAges,37,6019,56.9
"93721
(36.736303956000484, -119.78558948399967)",FRESNO,2012,Children (0-17),14,6019,97.8
"93721
(36.736303956000484, -119.78558948399967)",FRESNO,2012,Adults (18+),23,6019,42.7
"93722
(36.80446405700047, -119.87456650699971)",FRESNO,2012,AllAges,635,6019,75.1
"93722
(36.80446405700047, -119.87456650699971)",FRESNO,2012,Children (0-17),370,6019,150
"93722
(36.80446405700047, -119.87456650699971)",FRESNO,2012,Adults (18+),265,6019,49.1
"93723
(36.796430142000474, -119.93449716799972)",FRESNO,2012,AllAges,29,6019,28.4
"93723
(36.796430142000474, -119.93449716799972)",FRESNO,2012,Children (0-17),18,6019,62
"93723
(36.796430142000474, -119.93449716799972)",FRESNO,2012,Adults (18+),,6019,
"93725
(36.679853644000445, -119.7418961089997)",FRESNO,2012,AllAges,187,6019,64.7
"93725
(36.679853644000445, -119.7418961089997)",FRESNO,2012,Children (0-17),111,6019,126.3
"93725
(36.679853644000445, -119.7418961089997)",FRESNO,2012,Adults (18+),76,6019,43.3
"93726
(36.79349291800048, -119.7632387759997)",FRESNO,2012,AllAges,424,6019,102
"93726
(36.79349291800048, -119.7632387759997)",FRESNO,2012,Children (0-17),215,6019,185
"93726
(36.79349291800048, -119.7632387759997)",FRESNO,2012,Adults (18+),209,6019,73.3
"93727
(36.74865246200045, -119.70352970999971)",FRESNO,2012,AllAges,557,6019,71
"93727
(36.74865246200045, -119.70352970999971)",FRESNO,2012,Children (0-17),284,6019,121.2
"93727
(36.74865246200045, -119.70352970999971)",FRESNO,2012,Adults (18+),273,6019,53.5
"93728
(36.75831140900044, -119.81416658599971)",FRESNO,2012,AllAges,230,6019,141.6
"93728
(36.75831140900044, -119.81416658599971)",FRESNO,2012,Children (0-17),111,6019,262.4
"93728
(36.75831140900044, -119.81416658599971)",FRESNO,2012,Adults (18+),119,6019,99.7
"93730
(36.888770199000476, -119.7563997369997)",FRESNO,2012,AllAges,25,6019,21.5
"93730
(36.888770199000476, -119.7563997369997)",FRESNO,2012,Children (0-17),15,6019,55.7
"93730
(36.888770199000476, -119.7563997369997)",FRESNO,2012,Adults (18+),,6019,
"93901
(36.66715319400049, -121.6560274519997)",MONTEREY,2012,AllAges,241,6053,88.4
"93901
(36.66715319400049, -121.6560274519997)",MONTEREY,2012,Children (0-17),78,6053,117.1
"93901
(36.66715319400049, -121.6560274519997)",MONTEREY,2012,Adults (18+),163,6053,78.5
"93905
(36.683060259000456, -121.61652700699972)",MONTEREY,2012,AllAges,408,6053,57.9
"93905
(36.683060259000456, -121.61652700699972)",MONTEREY,2012,Children (0-17),250,6053,107.3
"93905
(36.683060259000456, -121.61652700699972)",MONTEREY,2012,Adults (18+),158,6053,40.7
"93906
(36.71083353300048, -121.64323575599968)",MONTEREY,2012,AllAges,416,6053,70.1
"93906
(36.71083353300048, -121.64323575599968)",MONTEREY,2012,Children (0-17),163,6053,94.6
"93906
(36.71083353300048, -121.64323575599968)",MONTEREY,2012,Adults (18+),253,6053,61.6
"93907
(36.759910371000444, -121.66491733299972)",MONTEREY,2012,AllAges,121,6053,54.2
"93907
(36.759910371000444, -121.66491733299972)",MONTEREY,2012,Children (0-17),55,6053,94.4
"93907
(36.759910371000444, -121.66491733299972)",MONTEREY,2012,Adults (18+),66,6053,40.3
"93908
(36.602151911000476, -121.66821953799968)",MONTEREY,2012,AllAges,19,6053,14.1
"93908
(36.602151911000476, -121.66821953799968)",MONTEREY,2012,Children (0-17),,6053,
"93908
(36.602151911000476, -121.66821953799968)",MONTEREY,2012,Adults (18+),,6053,
"93924
(36.45973132100045, -121.7081675179997)",MONTEREY,2012,AllAges,24,6053,51.4
"93924
(36.45973132100045, -121.7081675179997)",MONTEREY,2012,Children (0-17),,6053,
"93924
(36.45973132100045, -121.7081675179997)",MONTEREY,2012,Adults (18+),22,6053,63
"93926
(36.517350439000495, -121.43902918699968)",MONTEREY,2012,AllAges,34,6053,35.5
"93926
(36.517350439000495, -121.43902918699968)",MONTEREY,2012,Children (0-17),18,6053,52.4
"93926
(36.517350439000495, -121.43902918699968)",MONTEREY,2012,Adults (18+),16,6053,29.6
"93927
(36.31643304000045, -121.25823785299968)",MONTEREY,2012,AllAges,57,6053,28.1
"93927
(36.31643304000045, -121.25823785299968)",MONTEREY,2012,Children (0-17),27,6053,41.5
"93927
(36.31643304000045, -121.25823785299968)",MONTEREY,2012,Adults (18+),30,6053,23.4
"93930
(36.201781380000455, -121.1333059109997)",MONTEREY,2012,AllAges,41,6053,24.2
"93930
(36.201781380000455, -121.1333059109997)",MONTEREY,2012,Children (0-17),20,6053,35.1
"93930
(36.201781380000455, -121.1333059109997)",MONTEREY,2012,Adults (18+),21,6053,20.5
"93933
(36.67939307400047, -121.79249972999969)",MONTEREY,2012,AllAges,92,6053,42.1
"93933
(36.67939307400047, -121.79249972999969)",MONTEREY,2012,Children (0-17),42,6053,79.8
"93933
(36.67939307400047, -121.79249972999969)",MONTEREY,2012,Adults (18+),50,6053,29
"93940
(36.59567350800046, -121.87999945099972)",MONTEREY,2012,AllAges,77,6053,27.3
"93940
(36.59567350800046, -121.87999945099972)",MONTEREY,2012,Children (0-17),23,6053,49.2
"93940
(36.59567350800046, -121.87999945099972)",MONTEREY,2012,Adults (18+),54,6053,19.7
"93950
(36.61889321700045, -121.92096850699971)",MONTEREY,2012,AllAges,37,6053,29.5
"93950
(36.61889321700045, -121.92096850699971)",MONTEREY,2012,Children (0-17),,6053,
"93950
(36.61889321700045, -121.92096850699971)",MONTEREY,2012,Adults (18+),28,6053,26.7
"93955
(36.61470028700046, -121.83437689299973)",MONTEREY,2012,AllAges,183,6053,53.9
"93955
(36.61470028700046, -121.83437689299973)",MONTEREY,2012,Children (0-17),86,6053,92.3
"93955
(36.61470028700046, -121.83437689299973)",MONTEREY,2012,Adults (18+),97,6053,40.6
"93960
(36.427712975000475, -121.32677597099968)",MONTEREY,2012,AllAges,69,6053,25.7
"93960
(36.427712975000475, -121.32677597099968)",MONTEREY,2012,Children (0-17),27,6053,44.6
"93960
(36.427712975000475, -121.32677597099968)",MONTEREY,2012,Adults (18+),42,6053,19.1
"94002
(37.51720137900048, -122.28965960399972)",SAN MATEO,2012,AllAges,72,6081,27.1
"94002
(37.51720137900048, -122.28965960399972)",SAN MATEO,2012,Children (0-17),14,6081,23.7
"94002
(37.51720137900048, -122.28965960399972)",SAN MATEO,2012,Adults (18+),58,6081,28.2
"94010
(37.579291508000495, -122.36111756499969)",SAN MATEO,2012,AllAges,98,6081,23.4
"94010
(37.579291508000495, -122.36111756499969)",SAN MATEO,2012,Children (0-17),32,6081,34.8
"94010
(37.579291508000495, -122.36111756499969)",SAN MATEO,2012,Adults (18+),66,6081,19.4
"94014
(37.69802312900049, -122.45579957899969)",SAN MATEO,2012,AllAges,264,6081,56.4
"94014
(37.69802312900049, -122.45579957899969)",SAN MATEO,2012,Children (0-17),70,6081,72.4
"94014
(37.69802312900049, -122.45579957899969)",SAN MATEO,2012,Adults (18+),194,6081,50.8
"94015
(37.683241420000456, -122.47749853699969)",SAN MATEO,2012,AllAges,271,6081,46.7
"94015
(37.683241420000456, -122.47749853699969)",SAN MATEO,2012,Children (0-17),82,6081,72.9
"94015
(37.683241420000456, -122.47749853699969)",SAN MATEO,2012,Adults (18+),189,6081,37.6
"94019
(37.470092829000464, -122.4436074939997)",SAN MATEO,2012,AllAges,54,6081,31.5
"94019
(37.470092829000464, -122.4436074939997)",SAN MATEO,2012,Children (0-17),29,6081,67.5
"94019
(37.470092829000464, -122.4436074939997)",SAN MATEO,2012,Adults (18+),25,6081,19
"94022
(37.37980361500047, -122.12687831799968)",SANTA CLARA,2012,AllAges,20,6085,12.7
"94022
(37.37980361500047, -122.12687831799968)",SANTA CLARA,2012,Children (0-17),,6085,
"94022
(37.37980361500047, -122.12687831799968)",SANTA CLARA,2012,Adults (18+),12,6085,10.4
"94024
(37.35356412800047, -122.08848584899971)",SANTA CLARA,2012,AllAges,14,6085,8.4
"94024
(37.35356412800047, -122.08848584899971)",SANTA CLARA,2012,Children (0-17),,6085,
"94024
(37.35356412800047, -122.08848584899971)",SANTA CLARA,2012,Adults (18+),,6085,
"94025
(37.450861836000456, -122.18339814899969)",SAN MATEO,2012,AllAges,111,6081,27.3
"94025
(37.450861836000456, -122.18339814899969)",SAN MATEO,2012,Children (0-17),53,6081,50.4
"94025
(37.450861836000456, -122.18339814899969)",SAN MATEO,2012,Adults (18+),58,6081,19.2
"94030
(37.60066024500048, -122.40023999399972)",SAN MATEO,2012,AllAges,93,6081,39.9
"94030
(37.60066024500048, -122.40023999399972)",SAN MATEO,2012,Children (0-17),15,6081,36.2
